"","player","pos","age","tm","g","start_year","end_year","gs","mp","fg","fga","fg_pct","three_p","three_pa","three_p_pct","two_p","two_pa","two_p_pct","efg_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","per","ts_pct","three_par","ftr","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ows","dws","ws","ws_pct48","obpm","dbpm","bpm","vorp","Player Salary 2021"
"250","Lonzo Ball","PG",23,"NOP",55,2020,2021,55,31.8,5.3,12.7,0.414,3.1,8.3,0.378,2.1,4.5,0.482,0.537,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6,15.2,0.551,0.65,0.091,2.1,14.3,8.2,25.4,2.3,1.7,14.5,20.5,1.5,1.7,3.2,0.089,1.4,0.3,1.7,1.6,"$18,604,651"
"251","Lou Williams","PG",34,"TOT",66,2020,2021,4,21.6,4,9.8,0.41,1,2.6,0.399,3,7.2,0.414,0.464,2.3,2.6,0.867,0.3,1.8,2.1,3.4,0.7,0.1,1.6,0.9,11.3,14,0.519,0.268,0.268,1.7,8.9,5.4,23.4,1.6,0.4,13,25.7,0.5,1.2,1.7,0.056,-1,-1.5,-2.5,-0.2,"$5,000,000"
"252","Luguentz Dort","SG",21,"OKC",52,2020,2021,52,29.7,4.8,12.3,0.387,2.2,6.3,0.343,2.6,6,0.432,0.475,2.3,3.2,0.744,0.7,2.9,3.6,1.7,0.9,0.4,1.5,2.6,14,10.1,0.513,0.515,0.257,2.5,10.3,6.4,8.8,1.4,1.1,10,21.7,-0.6,1,0.3,0.011,-2.6,-0.9,-3.5,-0.6,"$1,782,621"
"253","Luka Doncic","PG",21,"DAL",66,2020,2021,66,34.3,9.8,20.5,0.479,2.9,8.3,0.35,6.9,12.2,0.567,0.55,5.2,7.1,0.73,0.8,7.2,8,8.6,1,0.5,4.3,2.3,27.7,25.3,0.587,0.406,0.349,2.7,22.9,12.8,44.1,1.4,1.5,15.3,36,5.1,2.6,7.7,0.163,6.1,0.7,6.8,5.1,"$10,174,391"
"254","Luke Kennard","SG",24,"LAC",63,2020,2021,17,19.6,3.1,6.6,0.476,1.6,3.6,0.446,1.5,3,0.511,0.597,0.4,0.5,0.839,0.2,2.3,2.6,1.7,0.4,0.1,0.8,1.4,8.3,12.7,0.608,0.541,0.075,1.4,13,7.3,11.9,0.9,0.7,10.1,17.1,1.6,1.1,2.7,0.105,0.3,-0.5,-0.2,0.6,"$12,727,273"
"255","Luke Kornet","C-PF",25,"TOT",31,2020,2021,2,11.2,1.4,3.3,0.436,0.5,1.9,0.254,0.9,1.4,0.69,0.51,0.1,0.2,0.5,0.5,1.7,2.2,0.8,0.1,1,0.2,0.6,3.4,13.3,0.511,0.584,0.059,4.4,17,10.7,9.5,0.6,8.5,6.3,13.7,0.2,0.5,0.7,0.095,-0.8,1.6,0.8,0.3,"$606,702"
"256","Malachi Flynn","PG",22,"TOR",47,2020,2021,14,19.7,2.7,7.2,0.374,1.1,3.6,0.321,1.6,3.7,0.424,0.453,1,1.2,0.804,0.2,2.3,2.5,2.9,0.8,0.1,0.9,1.4,7.5,10.9,0.484,0.494,0.165,1.1,13,6.9,21.4,2,0.8,10.5,19,0,0.8,0.8,0.041,-2.5,-0.2,-2.6,-0.1,"$2,048,040"
"257","Malcolm Brogdon","PG",28,"IND",56,2020,2021,56,34.5,7.9,17.5,0.453,2.6,6.7,0.388,5.3,10.8,0.493,0.527,2.7,3.2,0.864,1,4.2,5.3,5.9,0.9,0.3,2.1,2,21.2,17.9,0.561,0.382,0.181,3.3,13.2,8.3,25.7,1.2,0.6,9.8,25.9,2.9,1.3,4.2,0.105,3,-0.9,2.1,2,"$21,700,000"
"258","Malik Beasley","SG",24,"MIN",37,2020,2021,36,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6,14.6,0.57,0.535,0.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24,0.9,0.4,1.3,0.053,1.6,-1.8,-0.2,0.6,"$14,391,964"
"259","Malik Fitts","PF",23,"LAC",3,2020,2021,0,3.7,0.3,1,0.333,0.3,0.7,0.5,0,0.3,0,0.5,0,0,NA,0,1,1,0,0,0,0,1,1,2.9,0.5,0.667,0,0,29.8,15.3,0,0,0,0,12.1,0,0,0,0.049,-7,-2.1,-9.1,0,"$85,578"
"260","Malik Monk","SG",22,"CHO",42,2020,2021,0,20.9,4.1,9.5,0.434,2,5,0.401,2.1,4.5,0.471,0.54,1.4,1.7,0.819,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1,11.7,13.6,0.569,0.531,0.18,1.7,10.9,6.2,15.7,1.1,0.5,11.3,23.8,0.5,0.5,1,0.054,0.2,-2,-1.8,0,"$1,789,256"
"261","Marcus Morris","PF",31,"LAC",57,2020,2021,29,26.4,4.8,10.2,0.473,2.5,5.2,0.473,2.4,5.1,0.472,0.592,1.3,1.6,0.82,0.6,3.5,4.1,1,0.6,0.3,1,2.1,13.4,14.5,0.614,0.507,0.152,2.7,14.5,8.8,5.6,1.1,0.9,8.4,20.1,2.1,1.5,3.6,0.115,0.9,-0.8,0,0.8,"$15,627,907"
"262","Marcus Smart","PG",26,"BOS",48,2020,2021,45,32.9,4.2,10.6,0.398,1.9,5.9,0.33,2.3,4.8,0.482,0.489,2.7,3.4,0.79,0.8,2.7,3.5,5.7,1.5,0.5,2,2.6,13.1,13.8,0.539,0.553,0.318,2.5,9.3,5.9,23.6,2.2,1.4,14.2,18.4,1.8,1.5,3.3,0.1,-0.4,0.2,-0.3,0.7,"$14,339,285"
"263","Markelle Fultz","PG",22,"ORL",8,2020,2021,8,26.9,5.1,13,0.394,0.5,2,0.25,4.6,11,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1,0.3,2.3,2.3,12.9,12,0.458,0.154,0.183,2.3,10,6,33.1,1.8,0.8,13.8,26.2,-0.3,0.1,-0.1,-0.024,-3.6,-0.9,-4.4,-0.1,"$16,500,000"
"264","Markieff Morris","PF",31,"LAL",61,2020,2021,27,19.7,2.5,6.2,0.405,1.1,3.4,0.311,1.4,2.8,0.521,0.491,0.6,0.8,0.72,0.8,3.6,4.4,1.2,0.4,0.3,0.9,1.7,6.7,9.3,0.509,0.553,0.132,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,-0.2,1.8,1.6,0.062,-2.9,0.3,-2.6,-0.2,"$2,641,691"
"265","Marquese Chriss","PF",23,"GSW",2,2020,2021,0,13.5,2.5,7,0.357,0.5,2.5,0.2,2,4.5,0.444,0.393,1,2,0.5,1.5,5,6.5,1,0,1,1,1.5,6.5,11.8,0.412,0.357,0.286,12,38.9,25.6,11,0,6.5,11.3,28.1,-0.1,0.1,0,-0.03,-2.4,0.3,-2.1,0,"$958,529"
"266","Marvin Bagley III","PF",21,"SAC",43,2020,2021,42,25.9,5.7,11.4,0.504,0.9,2.5,0.343,4.9,8.9,0.55,0.542,1.8,3.1,0.575,2.5,4.9,7.4,1,0.5,0.5,1.4,2.3,14.1,16.3,0.554,0.22,0.273,10.4,21.5,15.9,5.8,0.9,1.6,9.7,23.5,0.9,0.5,1.4,0.059,-0.4,-2.7,-3.1,-0.3,"$11,312,114"
"267","Mason Plumlee","C",30,"DET",56,2020,2021,56,26.8,4.2,6.8,0.614,0,0.1,0,4.2,6.7,0.626,0.614,2,3,0.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.4,18.7,0.638,0.018,0.444,10.6,28.1,19.3,21,1.4,2.9,18.7,16.3,3,2.1,5.1,0.164,0.2,2,2.2,1.6,"$8,137,500"
"268","Matisse Thybulle","SG",23,"PHI",65,2020,2021,8,20,1.6,3.7,0.42,0.7,2.2,0.301,0.9,1.5,0.59,0.508,0.1,0.3,0.444,0.5,1.4,1.9,1,1.6,1.1,0.5,2,3.9,10.1,0.508,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,0.1,2.7,2.8,0.102,-2.6,4.5,1.9,1.3,"$2,840,160"
"269","Matt Thomas","SG",26,"TOT",45,2020,2021,0,7.2,1.1,2.8,0.394,0.6,1.8,0.338,0.5,1,0.489,0.5,0.3,0.3,0.857,0.2,0.8,1,0.4,0.1,0,0.3,0.4,3.1,9.1,0.522,0.63,0.11,2.3,12.2,7.3,8.6,0.6,0,9.5,19.5,0,0.2,0.2,0.031,-2.6,-2,-4.6,-0.2,"$1,669,178"
"270","Maurice Harkless","PF-SF",27,"TOT",37,2020,2021,23,20.9,1.9,4.5,0.418,0.6,2.3,0.274,1.2,2.2,0.568,0.488,0.9,1.2,0.767,0.4,2.1,2.4,1.2,0.8,0.5,0.6,2.3,5.2,8.1,0.527,0.509,0.261,1.9,11.1,6.4,7.3,1.9,2.3,10.7,11.5,0.2,0.4,0.6,0.038,-3.8,0.1,-3.7,-0.3,"$4,347,600"
"271","Max Strus","SF",24,"MIA",39,2020,2021,0,13,2.2,4.8,0.455,1.3,3.8,0.338,0.9,1,0.897,0.588,0.4,0.6,0.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,6.1,12.1,0.597,0.791,0.128,1.1,8,4.6,7.3,1.1,0.4,3.9,18.3,0.6,0.3,0.9,0.088,-0.5,-1.7,-2.2,0,"$1,669,178"
"272","Maxi Kleber","PF",29,"DAL",50,2020,2021,40,26.8,2.3,5.5,0.422,1.7,4.2,0.41,0.6,1.3,0.46,0.58,0.7,0.7,0.919,0.9,4.3,5.2,1.4,0.5,0.7,0.6,2.1,7.1,10.6,0.606,0.771,0.135,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,1.6,1.3,2.9,0.103,-0.5,0.5,0,0.7,"$8,750,000"
"273","Michael Carter-Williams","SG",29,"ORL",31,2020,2021,25,25.8,3.4,8.7,0.389,0.5,2,0.246,2.9,6.7,0.431,0.417,1.6,2.6,0.613,1.3,3.2,4.5,4.2,0.8,0.5,2.2,2.6,8.8,9.5,0.449,0.226,0.296,4.9,13.4,9,24.3,1.5,1.9,18.4,20.2,-1.1,0.6,-0.5,-0.028,-4.6,-0.2,-4.8,-0.6,"$3,000,000"
"274","Michael Porter Jr.","SF",22,"DEN",61,2020,2021,54,31.3,7.3,13.4,0.542,2.8,6.3,0.445,4.5,7.1,0.628,0.646,1.7,2.2,0.791,1.5,5.8,7.3,1.1,0.7,0.9,1.3,2.1,19,20.6,0.663,0.468,0.164,5.4,20.9,13.2,5.6,1,2.8,8.1,21.7,4.8,2.1,6.9,0.173,4,-0.9,3.1,2.5,"$5,258,735"
"275","Mikal Bridges","SF",24,"PHO",72,2020,2021,72,32.6,5,9.3,0.543,1.9,4.4,0.425,3.2,4.9,0.647,0.643,1.5,1.8,0.84,1.1,3.2,4.3,2.1,1.1,0.9,0.8,1.6,13.5,16.4,0.667,0.471,0.196,3.7,11.1,7.5,8.8,1.6,2.4,7.3,14.9,5.4,2.6,8,0.164,2.4,0.9,3.3,3.1,"$5,557,725"
"276","Mike Conley","PG",33,"UTA",51,2020,2021,51,29.4,5.6,12.5,0.444,2.7,6.6,0.412,2.9,6,0.479,0.552,2.4,2.8,0.852,0.7,2.8,3.5,6,1.4,0.2,1.9,1.9,16.2,19.2,0.589,0.523,0.222,2.7,9.6,6.3,30.6,2.3,0.5,12.4,23.1,4,2.1,6.1,0.197,3.6,1.3,4.9,2.6,"$21,000,000"
"277","Mike Muscala","C",29,"OKC",35,2020,2021,0,18.4,3.4,7.6,0.446,1.9,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7,14.7,0.599,0.689,0.135,3,18.4,10.6,7,0.6,1.5,6.9,20,0.9,0.4,1.3,0.096,0.9,-1,-0.1,0.3,"$3,500,000"
"278","Miles Bridges","PF",22,"CHO",66,2020,2021,19,29.3,4.7,9.4,0.503,1.8,4.4,0.4,3,5,0.593,0.596,1.5,1.7,0.867,1.2,4.8,6,2.2,0.7,0.8,1.6,2.2,12.7,14.7,0.625,0.466,0.182,4.5,18,11.1,11.4,1.1,2.7,13.6,17.3,2.4,1.9,4.2,0.105,0.2,0.1,0.2,1.1,"$5,421,493"
"279","Mitchell Robinson","C",22,"NYK",31,2020,2021,29,27.5,3.7,5.7,0.653,0,0,NA,3.7,5.7,0.653,0.653,0.8,1.7,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3,17.7,0.642,0,0.301,14.5,17.5,16,2.9,2.1,5,11.5,11.8,1.8,1.7,3.4,0.192,-0.3,1.5,1.2,0.7,"$1,802,057"
"280","Miye Oni","SG",23,"UTA",54,2020,2021,0,9.6,0.6,1.8,0.354,0.6,1.6,0.341,0.1,0.2,0.455,0.505,0.1,0.1,0.833,0.4,1.1,1.6,0.5,0.2,0.1,0.3,1.1,1.9,6.4,0.517,0.889,0.061,4.9,11.9,8.6,6.8,1,1.2,13.6,9.8,0.2,0.7,0.9,0.081,-3,1.3,-1.7,0,"$850,331"
"281","Mo Bamba","C",22,"ORL",46,2020,2021,5,15.8,3.1,6.5,0.472,0.8,2.6,0.322,2.3,4,0.568,0.535,1,1.4,0.682,1.7,4.1,5.8,0.8,0.3,1.3,0.8,1.9,8,19.3,0.556,0.392,0.219,10.5,28,19,8.1,0.9,7.3,9.8,21.8,0.7,1.1,1.8,0.117,0.2,0,0.1,0.4,"$7,568,742"
"282","Monte Morris","PG",25,"DEN",47,2020,2021,13,25.4,4,8.2,0.481,1.1,2.9,0.381,2.9,5.4,0.534,0.547,1.2,1.6,0.795,0.2,1.8,2,3.2,0.7,0.3,0.7,1,10.2,14,0.574,0.346,0.189,1,8,4.6,17.1,1.4,1.1,7.5,16.5,2,0.8,2.9,0.115,0.1,-0.5,-0.3,0.5,"$8,333,333"
"283","Montrezl Harrell","C",27,"LAL",69,2020,2021,1,22.9,5.4,8.7,0.622,0,0.1,0,5.4,8.6,0.632,0.622,2.6,3.7,0.707,2.3,3.9,6.2,1.1,0.7,0.7,1.1,1.9,13.5,22.7,0.65,0.017,0.425,11.3,19.1,15.2,7.7,1.4,2.8,9.4,21.7,4.5,2.7,7.3,0.221,2.3,0.7,3,2,"$9,720,900"
"284","Moritz Wagner","C",23,"TOT",45,2020,2021,24,16,2.3,5.1,0.454,0.7,2,0.341,1.6,3.1,0.529,0.522,1.6,1.9,0.816,0.6,2.6,3.2,1.1,0.6,0.4,1,2.4,6.9,12.5,0.58,0.397,0.38,3.9,17.7,10.7,9.7,1.7,2.2,13.9,18.1,0.5,0.8,1.2,0.082,-2.7,0.2,-2.6,-0.1,"$1,729,217"
"285","Moses Brown","C",21,"OKC",43,2020,2021,32,21.4,3.4,6.2,0.545,0,0,NA,3.4,6.2,0.545,0.545,1.8,2.9,0.619,3.6,5.3,8.9,0.2,0.7,1.1,1,2.2,8.6,18.8,0.572,0,0.47,17.2,26.2,21.6,1.7,1.6,4.5,11.7,16.9,1.3,1.3,2.6,0.138,-1.3,-1.2,-2.4,-0.1,"$1,701,593"
"286","Myles Turner","C",24,"IND",47,2020,2021,47,31,4.4,9.2,0.477,1.5,4.4,0.335,2.9,4.8,0.606,0.557,2.4,3,0.782,1.3,5.2,6.5,1,0.9,3.4,1.4,3.5,12.6,15.3,0.599,0.477,0.329,4.7,18,11.4,4.4,1.3,8.8,11.9,16.4,1.1,2.2,3.3,0.11,-1.6,2,0.4,0.9,"$18,000,000"
"287","Naji Marshall","SF",23,"NOP",32,2020,2021,10,21.9,2.6,6.5,0.392,0.9,2.6,0.349,1.7,3.9,0.421,0.462,1.7,2.3,0.707,0.5,4.2,4.6,2.8,0.8,0.3,1.2,1.8,7.7,11.4,0.508,0.397,0.359,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,0.2,0.7,0.9,0.061,-2.1,0.8,-1.3,0.1,"$1,517,981"
"288","Nassir Little","PF",20,"POR",48,2020,2021,2,13.3,1.6,3.5,0.467,0.6,1.7,0.35,1,1.8,0.575,0.551,0.8,0.9,0.8,0.7,2,2.7,0.5,0.1,0.3,0.4,1.1,4.6,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,0.9,0.2,1.1,0.082,-1.1,-1.6,-2.7,-0.1,"$2,316,240"
"289","Naz Reid","C",21,"MIN",70,2020,2021,15,19.2,4.3,8.3,0.523,0.9,2.5,0.351,3.5,5.8,0.597,0.576,1.6,2.4,0.693,1.2,3.4,4.6,1,0.5,1.1,1,2.6,11.2,18.2,0.599,0.299,0.286,6.4,20,12.9,8.7,1.2,4.9,9.5,22.5,1.9,1.3,3.2,0.113,-0.1,-0.2,-0.2,0.6,"$1,782,621"
"290","Nemanja Bjelica","PF",32,"TOT",37,2020,2021,3,16.1,2.4,5.3,0.454,0.7,2.3,0.318,1.7,3,0.559,0.523,1,1.4,0.725,0.8,2.6,3.4,1.9,0.4,0.1,0.9,1.8,6.5,12.9,0.554,0.434,0.26,5.4,18.5,11.9,16.2,1.2,0.8,13.1,18.4,0.5,0.3,0.9,0.071,-1.4,-0.8,-2.2,0,"$2,089,448"
"291","Nerlens Noel","C",26,"NYK",64,2020,2021,41,24.2,2.1,3.5,0.614,0,0,0,2.1,3.4,0.623,0.614,0.8,1.1,0.714,2.2,4.2,6.4,0.7,1.1,2.2,1,2.8,5.1,14.8,0.638,0.013,0.314,10.1,18.4,14.3,4.1,2.3,8.7,20.4,9.2,1.6,3.6,5.2,0.162,-2.4,3.8,1.4,1.3,"$8,800,000"
"292","Nic Claxton","C",21,"BRK",32,2020,2021,1,18.6,2.8,4.5,0.621,0,0.2,0.2,2.8,4.4,0.636,0.624,1,2,0.484,1.3,3.8,5.2,0.9,0.7,1.3,0.6,2.1,6.6,16.9,0.612,0.034,0.441,8.4,21.8,15.4,6.4,1.9,5.9,9.4,14,1,0.9,1.9,0.153,-1,1.4,0.4,0.4,"$1,782,621"
"293","Nick Richards","PF",23,"CHO",18,2020,2021,0,3.5,0.2,0.5,0.444,0,0.1,0,0.2,0.4,0.5,0.444,0.4,0.6,0.636,0.2,0.4,0.6,0.1,0,0,0.2,0.4,0.8,5.5,0.542,0.111,1.222,6.8,12.2,9.5,4.2,0,0,17.8,11.5,0,0,0,0.026,-5.9,-2.1,-8,-0.1,"$1,517,981"
"294","Nickeil Alexander-Walker","SG",22,"NOP",46,2020,2021,13,21.9,4.2,10,0.419,1.7,4.8,0.347,2.5,5.2,0.485,0.502,1,1.4,0.727,0.3,2.8,3.1,2.2,1,0.5,1.5,1.9,11,12.5,0.522,0.478,0.144,1.4,14.1,7.8,14.7,2.2,2.1,12.4,23.2,-0.3,1,0.7,0.035,-1.4,0.1,-1.3,0.2,"$3,261,480"
"295","Nicolas Batum","SF",32,"LAC",67,2020,2021,38,27.4,2.9,6.1,0.464,1.6,4.1,0.404,1.2,2.1,0.579,0.597,0.7,0.9,0.828,0.7,4,4.7,2.2,1,0.6,0.8,1.5,8.1,12.9,0.617,0.66,0.141,3.2,15.9,9.7,10.5,1.9,1.8,10.8,11.8,2.7,2.3,5,0.132,0.6,1.5,2.1,1.9,"$12,213,507"
"296","Nikola Jokic","C",25,"DEN",72,2020,2021,72,34.6,10.2,18,0.566,1.3,3.3,0.388,8.9,14.7,0.606,0.602,4.8,5.5,0.868,2.8,8,10.8,8.3,1.3,0.7,3.1,2.7,26.4,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,12.2,3.4,15.6,0.301,9.1,3,12.1,8.8,"$30,510,423"
"297","Nikola Vucevic","C",30,"TOT",70,2020,2021,70,33.5,9.5,19.9,0.477,2.5,6.3,0.4,7,13.7,0.513,0.54,1.9,2.2,0.84,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2,23.4,22.9,0.56,0.315,0.112,6.5,30.9,18.5,21.3,1.3,1.8,7.9,29.3,3.3,3,6.3,0.129,4.9,0.4,5.3,4.4,"$24,000,000"
"298","Norman Powell","SG-SF",27,"TOT",69,2020,2021,58,32,6.3,13.3,0.477,2.5,6,0.411,3.9,7.3,0.532,0.57,3.4,3.9,0.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3,18.6,16.2,0.618,0.453,0.295,2,8.8,5.3,9.2,1.8,0.8,10.3,22.6,3.4,1.3,4.7,0.103,1.1,-0.7,0.4,1.3,"$15,517,242"
"299","Obi Toppin","PF",22,"NYK",62,2020,2021,0,11,1.7,3.4,0.498,0.4,1.4,0.306,1.3,2,0.629,0.56,0.3,0.4,0.731,0.4,1.8,2.2,0.5,0.3,0.2,0.4,0.9,4.1,12.7,0.574,0.407,0.124,4.2,17.6,11,6.4,1.2,2.1,9.4,15.9,0.5,1,1.5,0.109,-1.4,0.7,-0.7,0.2,"$5,105,160"
"300","OG Anunoby","SF",23,"TOR",43,2020,2021,43,33.3,5.8,12.1,0.48,2.4,6.1,0.398,3.4,6,0.562,0.58,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9,15.4,0.605,0.503,0.197,4,14.6,9.1,10.1,2.2,2.2,11.7,19.3,1.5,1.6,3.1,0.104,0.8,0.4,1.2,1.2,"$16,071,429"
"301","Onyeka Okongwu","C",20,"ATL",50,2020,2021,4,12,1.9,3,0.644,0,0.1,0,1.9,2.9,0.658,0.644,0.7,1.1,0.632,1.2,2,3.3,0.4,0.5,0.7,0.6,2,4.6,16.8,0.655,0.02,0.383,11.5,18,14.9,4.4,1.9,4.8,14.3,14.7,1.1,0.8,1.9,0.155,-2.2,0.8,-1.4,0.1,"$6,104,280"
"302","Oshae Brissett","SF",22,"IND",21,2020,2021,16,24.7,3.5,7.2,0.483,1.6,3.7,0.423,1.9,3.5,0.548,0.593,2.4,3.1,0.769,1.4,4.1,5.5,0.9,0.9,1,0.5,1.5,10.9,17.2,0.638,0.517,0.43,6.1,17.9,12,4.6,1.7,3.1,5.3,15.6,1.2,0.6,1.8,0.165,1.1,-0.5,0.6,0.3,"$1,701,593"
"303","Otto Porter Jr.","SF-PF",27,"TOT",28,2020,2021,6,21.6,3.5,8.1,0.432,1.4,3.7,0.375,2.1,4.4,0.48,0.518,1.3,1.5,0.857,1,4.4,5.4,2,0.6,0.1,0.9,1.5,9.7,14.5,0.552,0.458,0.185,5.2,22.4,13.8,12.9,1.3,0.6,9.2,19.3,0.6,0.7,1.3,0.101,0,0,0,0.3,"$2,389,641"
"304","P.J. Tucker","PF",35,"TOT",52,2020,2021,33,26.1,1.3,3.4,0.373,0.8,2.3,0.336,0.5,1.1,0.448,0.486,0.4,0.5,0.75,1,2.9,3.9,1.2,0.8,0.4,0.8,2.4,3.7,5.5,0.51,0.672,0.158,3.9,12.3,8,5.7,1.4,1.3,17.4,7.2,0.1,0.9,1,0.034,-4.6,0.5,-4.1,-0.7,"$7,000,000"
"305","P.J. Washington","PF",22,"CHO",64,2020,2021,61,30.5,4.7,10.7,0.44,1.8,4.5,0.386,3,6.2,0.48,0.522,1.7,2.3,0.745,1.5,5.1,6.5,2.5,1.1,1.2,2,2.7,12.9,13.4,0.549,0.423,0.211,5.1,18.3,11.6,12.2,1.7,4,14.6,19.4,0.3,2.4,2.7,0.066,-1.5,0.6,-0.9,0.6,"$4,215,120"
"306","Pascal Siakam","PF",26,"TOR",56,2020,2021,56,35.8,7.8,17.2,0.455,1.3,4.4,0.297,6.5,12.8,0.509,0.493,4.4,5.4,0.827,1.7,5.5,7.2,4.5,1.1,0.7,2.3,3.1,21.4,17.7,0.547,0.256,0.313,5,17.6,11.1,20.5,1.5,1.8,10.6,26.3,2.3,2,4.2,0.101,1,-0.3,0.8,1.4,"$31,320,000"
"307","Pat Connaughton","SG",28,"MIL",69,2020,2021,4,22.8,2.4,5.6,0.434,1.5,3.9,0.371,1,1.7,0.583,0.565,0.4,0.6,0.775,0.9,3.9,4.8,1.2,0.7,0.3,0.5,1.4,6.8,11.3,0.578,0.703,0.103,4.4,17.3,11.1,6.3,1.5,1.3,7.5,11.6,1.8,1.7,3.5,0.108,-0.5,0.5,0,0.8,"$5,333,333"
"308","Patrick Beverley","PG",32,"LAC",37,2020,2021,34,22.5,2.5,5.9,0.423,1.5,3.8,0.397,1,2.1,0.468,0.55,1,1.2,0.8,0.8,2.4,3.2,2.1,0.8,0.8,0.9,2.9,7.5,12,0.58,0.641,0.205,4,11.8,8,12,1.7,3,12.4,14.6,1,1,2.1,0.119,-0.7,1.4,0.7,0.6,"$14,320,988"
"309","Patrick Williams","PF",19,"CHI",71,2020,2021,71,27.9,3.6,7.4,0.483,0.8,1.9,0.391,2.8,5.5,0.515,0.534,1.3,1.8,0.728,0.9,3.7,4.6,1.4,0.9,0.6,1.4,1.8,9.2,10.5,0.562,0.261,0.237,3.7,14.4,9.1,6.7,1.6,2,14.4,14.9,0.3,2.2,2.5,0.06,-2.8,0.4,-2.4,-0.2,"$7,422,000"
"310","Patty Mills","PG",32,"SAS",68,2020,2021,1,24.8,3.7,9,0.412,2.4,6.3,0.375,1.3,2.7,0.5,0.544,1,1.1,0.91,0.3,1.4,1.7,2.4,0.6,0,1,1.2,10.8,11.8,0.57,0.702,0.128,1.1,6.3,3.7,13.5,1.2,0.2,9.3,18.4,1.3,0.8,2.2,0.062,0,-1.2,-1.2,0.4,"$5,890,000"
"311","Paul George","SF",30,"LAC",54,2020,2021,54,33.7,8.2,17.6,0.467,3.2,7.7,0.411,5.1,9.9,0.51,0.557,3.7,4.2,0.868,0.8,5.8,6.6,5.2,1.1,0.4,3.3,2.4,23.3,20.5,0.598,0.437,0.239,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30,3,2.3,5.3,0.139,3.9,0.3,4.2,2.9,"$39,344,970"
"312","Paul Millsap","PF",35,"DEN",56,2020,2021,36,20.8,3.4,7.2,0.476,0.9,2.6,0.343,2.5,4.6,0.55,0.537,1.3,1.8,0.724,1.4,3.3,4.7,1.8,0.9,0.6,0.9,2,9,16.4,0.565,0.357,0.244,7.4,18.1,12.8,11.6,2.2,3,10.3,18.6,1.7,1.6,3.2,0.133,0.3,0.7,1,0.9,"$2,641,691"
"313","Paul Reed","PF",21,"PHI",26,2020,2021,0,6.8,1.6,3,0.538,0,0.2,0,1.6,2.8,0.583,0.538,0.2,0.3,0.5,1.2,1.2,2.3,0.5,0.4,0.5,0.5,1.1,3.4,21.2,0.54,0.077,0.103,19,18.9,19,11,2.7,6.6,12.8,22.7,0.2,0.4,0.6,0.162,-1.8,0.8,-1,0,"$1,517,981"
"314","Payton Pritchard","SG",23,"BOS",66,2020,2021,4,19.2,2.8,6.3,0.44,1.5,3.8,0.411,1.2,2.6,0.482,0.562,0.6,0.7,0.889,0.5,1.9,2.4,1.8,0.6,0.1,0.8,1.6,7.7,12.4,0.582,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4,"$2,137,440"
"315","PJ Dozier","SG",24,"DEN",50,2020,2021,6,21.8,3,7.1,0.417,0.9,3,0.315,2,4.1,0.49,0.483,0.8,1.3,0.636,0.7,2.9,3.6,1.8,0.6,0.4,0.9,1.7,7.7,10.4,0.501,0.42,0.186,3.7,15.3,9.5,11.2,1.4,2,10.7,17.2,0.1,1.1,1.1,0.051,-2.3,-0.4,-2.6,-0.2,"$1,910,860"
